NAME	TITLE	SCORE	
IRAK2		-0.0356735	
GNG5		-0.035713844	
NRAS		-0.035726026	
SMIM15		-0.03586721	
AP5M1		-0.035959464	
DR1		-0.03597085	
CYCS		-0.03597554	
CLEC3B		-0.035981823	
CHUK		-0.036104336	
RNA5SP340		-0.036253016	
SOCS4		-0.036376882	
TWF1		-0.036626842	
RAP1A		-0.036653336	
C15orf57		-0.036754537	
SEP15		-0.036783695	
SOX4		-0.036793247	
UTP11L		-0.03679548	
MAN1A2		-0.03682052	
DSG2		-0.036875814	
GFPT1		-0.03705157	
ZNF518B		-0.037367053	
PBK		-0.037382428	
GMFB		-0.037460227	
PLEKHB2		-0.037499588	
SNORD61		-0.037573457	
ARL1		-0.037667427	
RP11-234B24.6		-0.038101774	
CYP51A1		-0.038271863	
LEPROTL1		-0.038281213	
CMTM6		-0.038377106	
OPA1-AS1		-0.038400386	
CYB5R1		-0.038440254	
LRRD1		-0.03847623	
CNOT11		-0.038507488	
CSRP1		-0.03854174	
CXXC4		-0.038770128	
MRPS35		-0.038783487	
IFNAR2		-0.03904285	
CCSER1		-0.039155036	
RB1		-0.03939195	
SLC35A5		-0.039583042	
PPA1		-0.040182177	
ADH5		-0.04031719	
RBBP4P2		-0.040611226	
BCAS2		-0.04138972	
